Provincias;Periodo;Total
14 Córdoba;2011;2.760
14 Córdoba;2010;2.911
14 Córdoba;2009;3.290
14 Córdoba;2008;3.893
14 Córdoba;2007;3.971
14 Córdoba;2006;4.042
14 Córdoba;2005;3.979
14 Córdoba;2004;4.057
14 Córdoba;2003;4.160
14 Córdoba;2002;4.082
14 Córdoba;2001;4.226
14 Córdoba;2000;4.362
14 Córdoba;1999;4.203
14 Córdoba;1998;4.134
14 Córdoba;1997;3.836
14 Córdoba;1996;3.867
14 Córdoba;1995;4.133
14 Córdoba;1994;4.219
14 Córdoba;1993;4.165
14 Córdoba;1992;4.722
14 Córdoba;1991;4.778
14 Córdoba;1990;5.044
14 Córdoba;1989;5.093
14 Córdoba;1988;5.041
14 Córdoba;1987;4.984
14 Córdoba;1986;4.875
14 Córdoba;1985;4.563
14 Córdoba;1984;4.597
14 Córdoba;1983;4.741
14 Córdoba;1982;4.560
14 Córdoba;1981;4.281
14 Córdoba;1980;4.667
14 Córdoba;1979;4.781
14 Córdoba;1978;4.852
14 Córdoba;1977;4.563
14 Córdoba;1976;4.769
14 Córdoba;1975;4.731
15 Coruña, A;2020;2.400
15 Coruña, A;2019;4.034
15 Coruña, A;2018;3.879
15 Coruña, A;2017;4.055
15 Coruña, A;2016;4.120
15 Coruña, A;2015;4.120
15 Coruña, A;2014;3.963
15 Coruña, A;2013;3.789
15 Coruña, A;2012;4.292
15 Coruña, A;2011;4.077
15 Coruña, A;2010;4.290
15 Coruña, A;2009;4.397
15 Coruña, A;2008;4.741
15 Coruña, A;2007;4.749
15 Coruña, A;2006;4.776
15 Coruña, A;2005;4.683
15 Coruña, A;2004;4.899
15 Coruña, A;2003;4.745
15 Coruña, A;2002;4.874
15 Coruña, A;2001;4.651
15 Coruña, A;2000;5.039
15 Coruña, A;1999;4.973
15 Coruña, A;1998;4.823
15 Coruña, A;1997;4.888
15 Coruña, A;1996;4.851
15 Coruña, A;1995;4.874
15 Coruña, A;1994;4.851
15 Coruña, A;1993;5.086
15 Coruña, A;1992;5.506
15 Coruña, A;1991;5.403
15 Coruña, A;1990;5.683
15 Coruña, A;1989;5.721
15 Coruña, A;1988;5.805
15 Coruña, A;1987;5.811
15 Coruña, A;1986;5.544
15 Coruña, A;1985;5.624
15 Coruña, A;1984;6.046
15 Coruña, A;1983;5.972
15 Coruña, A;1982;6.133
15 Coruña, A;1981;4.919
15 Coruña, A;1980;5.374
15 Coruña, A;1979;7.603
15 Coruña, A;1978;7.808
15 Coruña, A;1977;7.790
15 Coruña, A;1976;8.024
15 Coruña, A;1975;7.931
16 Cuenca;2020;243
16 Cuenca;2019;547
16 Cuenca;2018;567
16 Cuenca;2017;489
16 Cuenca;2016;544
16 Cuenca;2015;582
16 Cuenca;2014;566
16 Cuenca;2013;553
16 Cuenca;2012;609
16 Cuenca;2011;557
16 Cuenca;2010;592
16 Cuenca;2009;572
16 Cuenca;2008;688
16 Cuenca;2007;699
16 Cuenca;2006;699
16 Cuenca;2005;738
16 Cuenca;2004;711
16 Cuenca;2003;752
16 Cuenca;2002;747
16 Cuenca;2001;733
16 Cuenca;2000;804
16 Cuenca;1999;799
16 Cuenca;1998;829
16 Cuenca;1997;776
16 Cuenca;1996;852
16 Cuenca;1995;896
16 Cuenca;1994;898
16 Cuenca;1993;877
16 Cuenca;1992;987
16 Cuenca;1991;1.020
16 Cuenca;1990;994
16 Cuenca;1989;1.163
16 Cuenca;1988;1.093
16 Cuenca;1987;1.104
16 Cuenca;1986;1.125
16 Cuenca;1985;1.044
16 Cuenca;1984;1.085
16 Cuenca;1983;1.182
16 Cuenca;1982;1.087
16 Cuenca;1981;1.043
16 Cuenca;1980;1.096
16 Cuenca;1979;1.054
16 Cuenca;1978;1.100
16 Cuenca;1977;1.113
16 Cuenca;1976;1.077
16 Cuenca;1975;1.077
20 Gipuzkoa;2020;1.332
20 Gipuzkoa;2019;2.496
20 Gipuzkoa;2018;2.484
20 Gipuzkoa;2017;2.581
20 Gipuzkoa;2016;2.492
20 Gipuzkoa;2015;2.450
20 Gipuzkoa;2014;2.504
20 Gipuzkoa;2013;2.477
20 Gipuzkoa;2012;2.659
20 Gipuzkoa;2011;2.742
20 Gipuzkoa;2010;2.825
20 Gipuzkoa;2009;2.981
20 Gipuzkoa;2008;3.068
20 Gipuzkoa;2007;3.093
20 Gipuzkoa;2006;3.191
20 Gipuzkoa;2005;3.300
20 Gipuzkoa;2004;3.511
20 Gipuzkoa;2003;3.499
20 Gipuzkoa;2002;3.435
20 Gipuzkoa;2001;3.335
20 Gipuzkoa;2000;3.480
20 Gipuzkoa;1999;3.230
20 Gipuzkoa;1998;3.280
20 Gipuzkoa;1997;3.103
20 Gipuzkoa;1996;3.147
20 Gipuzkoa;1995;3.265
20 Gipuzkoa;1994;3.131
20 Gipuzkoa;1993;3.105
20 Gipuzkoa;1992;3.434
20 Gipuzkoa;1991;3.197
20 Gipuzkoa;1990;3.319
20 Gipuzkoa;1989;3.224
20 Gipuzkoa;1988;3.058
20 Gipuzkoa;1987;3.097
20 Gipuzkoa;1986;3.036
20 Gipuzkoa;1985;2.766
20 Gipuzkoa;1984;3.189
20 Gipuzkoa;1983;3.167
20 Gipuzkoa;1982;3.450
20 Gipuzkoa;1981;2.895
20 Gipuzkoa;1980;3.257
20 Gipuzkoa;1979;3.950
20 Gipuzkoa;1978;4.419
20 Gipuzkoa;1977;4.838
20 Gipuzkoa;1976;5.434
20 Gipuzkoa;1975;5.616
17 Girona;2020;1.600
17 Girona;2019;2.820
17 Girona;2018;2.770
17 Girona;2017;2.810
17 Girona;2016;2.776
17 Girona;2015;2.838
17 Girona;2014;2.815
17 Girona;2013;2.597
17 Girona;2012;2.526
17 Girona;2011;2.534
17 Girona;2010;2.499
17 Girona;2009;2.674
17 Girona;2008;2.840
17 Girona;2007;2.865
17 Girona;2006;2.853
17 Girona;2005;2.826
17 Girona;2004;2.940
17 Girona;2003;2.718
17 Girona;2002;2.597
17 Girona;2001;2.382
17 Girona;2000;2.387
17 Girona;1999;2.277
17 Girona;1998;2.417
17 Girona;1997;2.472
17 Girona;1996;2.514
17 Girona;1995;2.502
17 Girona;1994;2.545
17 Girona;1993;2.570
17 Girona;1992;2.884
17 Girona;1991;2.736
17 Girona;1990;2.842
17 Girona;1989;2.895
17 Girona;1988;2.780
17 Girona;1987;2.657
17 Girona;1986;2.626
17 Girona;1985;2.608
17 Girona;1984;1.218
17 Girona;1983;1.185
17 Girona;1982;1.093
17 Girona;1981;2.621
17 Girona;1980;2.981
17 Girona;1979;3.322
17 Girona;1978;3.529
17 Girona;1977;3.468
17 Girona;1976;3.423
17 Girona;1975;3.467
18 Granada;2020;1.448
18 Granada;2019;3.078
18 Granada;2018;2.986
18 Granada;2017;3.125
18 Granada;2016;3.183
18 Granada;2015;3.137
18 Granada;2014;3.099
18 Granada;2013;2.747
18 Granada;2012;3.020
18 Granada;2011;2.814
18 Granada;2010;2.976
18 Granada;2009;3.201
18 Granada;2008;3.783
18 Granada;2007;4.177
18 Granada;2006;4.084
18 Granada;2005;4.281
18 Granada;2004;4.583
18 Granada;2003;4.463
18 Granada;2002;4.267
18 Granada;2001;4.400
18 Granada;2000;4.543
18 Granada;1999;4.205
18 Granada;1998;4.166
18 Granada;1997;4.143
18 Granada;1996;4.077
18 Granada;1995;4.280
18 Granada;1994;4.313
18 Granada;1993;4.273
18 Granada;1992;4.682
18 Granada;1991;4.749
18 Granada;1990;4.951
18 Granada;1989;4.972
18 Granada;1988;5.151
18 Granada;1987;4.942
18 Granada;1986;4.862
18 Granada;1985;4.746
18 Granada;1984;4.668
18 Granada;1983;4.619
18 Granada;1982;4.202
18 Granada;1981;4.517
18 Granada;1980;4.643
18 Granada;1979;4.800
18 Granada;1978;4.716
18 Granada;1977;4.708
18 Granada;1976;4.471
18 Granada;1975;4.609
19 Guadalajara;2020;520
19 Guadalajara;2019;953
19 Guadalajara;2018;976
19 Guadalajara;2017;939
19 Guadalajara;2016;999
19 Guadalajara;2015;1.011
19 Guadalajara;2014;928
19 Guadalajara;2013;925
19 Guadalajara;2012;1.069
19 Guadalajara;2011;1.001
19 Guadalajara;2010;1.083
19 Guadalajara;2009;1.032
19 Guadalajara;2008;1.199
19 Guadalajara;2007;1.244
19 Guadalajara;2006;1.182
19 Guadalajara;2005;1.142
19 Guadalajara;2004;1.055
19 Guadalajara;2003;1.006
19 Guadalajara;2002;978
19 Guadalajara;2001;914
19 Guadalajara;2000;976
19 Guadalajara;1999;958
19 Guadalajara;1998;860
19 Guadalajara;1997;847
19 Guadalajara;1996;804
19 Guadalajara;1995;793
19 Guadalajara;1994;759
19 Guadalajara;1993;798
19 Guadalajara;1992;816
19 Guadalajara;1991;830
19 Guadalajara;1990;819
19 Guadalajara;1989;774
19 Guadalajara;1988;750
19 Guadalajara;1987;780
19 Guadalajara;1986;716
19 Guadalajara;1985;673
19 Guadalajara;1984;625
19 Guadalajara;1983;641
19 Guadalajara;1982;377
19 Guadalajara;1981;642
19 Guadalajara;1980;705
19 Guadalajara;1979;713
19 Guadalajara;1978;796
19 Guadalajara;1977;703
19 Guadalajara;1976;691
19 Guadalajara;1975;658
21 Huelva;2020;995
21 Huelva;2019;1.811
21 Huelva;2018;1.647
21 Huelva;2017;1.666
21 Huelva;2016;1.856
21 Huelva;2015;1.723
21 Huelva;2014;1.671
21 Huelva;2013;1.558
21 Huelva;2012;1.863
21 Huelva;2011;1.695
21 Huelva;2010;1.750
21 Huelva;2009;1.810
21 Huelva;2008;2.384
21 Huelva;2007;2.469
21 Huelva;2006;2.539
21 Huelva;2005;2.645
21 Huelva;2004;2.581
21 Huelva;2003;2.563
21 Huelva;2002;2.456
21 Huelva;2001;2.510
21 Huelva;2000;2.601
21 Huelva;1999;2.510
21 Huelva;1998;2.453
21 Huelva;1997;2.222
21 Huelva;1996;2.163
21 Huelva;1995;2.284
21 Huelva;1994;2.373
21 Huelva;1993;2.311
21 Huelva;1992;2.470
21 Huelva;1991;2.324
21 Huelva;1990;2.381
21 Huelva;1989;2.700
21 Huelva;1988;2.688
21 Huelva;1987;2.772
21 Huelva;1986;2.480
21 Huelva;1985;2.270
21 Huelva;1984;2.329
21 Huelva;1983;2.396
21 Huelva;1982;2.327
21 Huelva;1981;2.546
21 Huelva;1980;2.768
21 Huelva;1979;2.880
21 Huelva;1978;2.951
21 Huelva;1977;2.874
21 Huelva;1976;2.847
21 Huelva;1975;2.856
22 Huesca;2020;355
22 Huesca;2019;694
22 Huesca;2018;625
22 Huesca;2017;615
22 Huesca;2016;686
22 Huesca;2015;605
22 Huesca;2014;674
22 Huesca;2013;643
22 Huesca;2012;766
22 Huesca;2011;626
22 Huesca;2010;670
22 Huesca;2009;694
22 Huesca;2008;732
22 Huesca;2007;796
22 Huesca;2006;819
22 Huesca;2005;797
22 Huesca;2004;867
22 Huesca;2003;773
22 Huesca;2002;818
22 Huesca;2001;801
22 Huesca;2000;855
22 Huesca;1999;811
22 Huesca;1998;861
22 Huesca;1997;803
22 Huesca;1996;829
22 Huesca;1995;843
22 Huesca;1994;859
22 Huesca;1993;941
22 Huesca;1992;993
22 Huesca;1991;916
22 Huesca;1990;1.036
22 Huesca;1989;1.028
22 Huesca;1988;997
22 Huesca;1987;952
22 Huesca;1986;985
22 Huesca;1985;959
22 Huesca;1984;996
22 Huesca;1983;1.000
22 Huesca;1982;984
22 Huesca;1981;975
22 Huesca;1980;1.150
22 Huesca;1979;1.109
22 Huesca;1978;1.221
22 Huesca;1977;1.213
22 Huesca;1976;1.221
22 Huesca;1975;1.285
23 Jaén;2020;718
23 Jaén;2019;2.182
23 Jaén;2018;2.259
23 Jaén;2017;2.274
23 Jaén;2016;2.244
23 Jaén;2015;2.143
23 Jaén;2014;2.052
23 Jaén;2013;1.818
23 Jaén;2012;2.226
23 Jaén;2011;2.175
23 Jaén;2010;2.198
23 Jaén;2009;2.449
23 Jaén;2008;2.959
23 Jaén;2007;3.108
23 Jaén;2006;3.186
23 Jaén;2005;3.198
23 Jaén;2004;3.187
23 Jaén;2003;3.168
23 Jaén;2002;3.201
23 Jaén;2001;3.090
23 Jaén;2000;3.403
23 Jaén;1999;3.306
23 Jaén;1998;3.250
23 Jaén;1997;3.227
23 Jaén;1996;3.081
23 Jaén;1995;3.329
23 Jaén;1994;3.199
23 Jaén;1993;3.380
23 Jaén;1992;3.684
23 Jaén;1991;3.928
23 Jaén;1990;4.055
23 Jaén;1989;4.207
23 Jaén;1988;4.321
23 Jaén;1987;4.247
23 Jaén;1986;4.106
23 Jaén;1985;4.059
23 Jaén;1984;3.992
23 Jaén;1983;4.174
23 Jaén;1982;3.708
23 Jaén;1981;3.990
23 Jaén;1980;4.145
23 Jaén;1979;4.408
23 Jaén;1978;4.255
23 Jaén;1977;3.913
23 Jaén;1976;3.836
23 Jaén;1975;3.891
24 León;2020;690
24 León;2019;1.251
24 León;2018;1.343
24 León;2017;1.412
24 León;2016;1.380
24 León;2015;1.294
24 León;2014;1.430
24 León;2013;1.367
24 León;2012;1.586
24 León;2011;1.448
24 León;2010;1.518
24 León;2009;1.517
24 León;2008;1.646
24 León;2007;1.760
24 León;2006;1.623
24 León;2005;1.727
24 León;2004;1.760
24 León;2003;1.771
24 León;2002;1.800
24 León;2001;1.757
24 León;2000;1.940
24 León;1999;1.961
24 León;1998;1.925
24 León;1997;1.972
24 León;1996;1.910
24 León;1995;1.896
24 León;1994;1.984
24 León;1993;2.000
24 León;1992;2.283
24 León;1991;2.267
24 León;1990;2.361
24 León;1989;2.518
24 León;1988;2.642
24 León;1987;2.595
24 León;1986;2.793
24 León;1985;2.734
24 León;1984;2.857
24 León;1983;2.908
24 León;1982;2.980
24 León;1981;2.961
24 León;1980;3.046
24 León;1979;3.155
24 León;1978;3.276
24 León;1977;3.048
24 León;1976;3.121
24 León;1975;3.234
25 Lleida;2020;827
25 Lleida;2019;1.349
25 Lleida;2018;1.334
25 Lleida;2017;1.411
25 Lleida;2016;1.442
25 Lleida;2015;1.311
25 Lleida;2014;1.413
25 Lleida;2013;1.330
25 Lleida;2012;1.443
25 Lleida;2011;1.433
25 Lleida;2010;1.560
25 Lleida;2009;1.582
25 Lleida;2008;1.785
25 Lleida;2007;1.821
25 Lleida;2006;1.778
25 Lleida;2005;1.726
25 Lleida;2004;1.757
25 Lleida;2003;1.745
25 Lleida;2002;1.741
25 Lleida;2001;1.626
25 Lleida;2000;1.687
25 Lleida;1999;1.782
25 Lleida;1998;1.663
25 Lleida;1997;1.627
25 Lleida;1996;1.664
25 Lleida;1995;1.732
25 Lleida;1994;1.656
25 Lleida;1993;1.729
25 Lleida;1992;1.890
25 Lleida;1991;1.834
25 Lleida;1990;1.779
25 Lleida;1989;1.857
25 Lleida;1988;1.832
25 Lleida;1987;1.888
25 Lleida;1986;1.852
25 Lleida;1985;1.836
25 Lleida;1984;1.708
25 Lleida;1983;1.740
25 Lleida;1982;1.796
25 Lleida;1981;1.711
25 Lleida;1980;1.942
25 Lleida;1979;2.119
25 Lleida;1978;2.283
25 Lleida;1977;2.199
25 Lleida;1976;2.170
25 Lleida;1975;2.351
27 Lugo;2020;633
27 Lugo;2019;998
27 Lugo;2018;1.018
27 Lugo;2017;1.053
27 Lugo;2016;1.045
27 Lugo;2015;975
27 Lugo;2014;977
27 Lugo;2013;924
27 Lugo;2012;1.026
27 Lugo;2011;1.027
27 Lugo;2010;1.069
27 Lugo;2009;1.080
27 Lugo;2008;1.122
27 Lugo;2007;1.141
27 Lugo;2006;1.113
27 Lugo;2005;1.075
27 Lugo;2004;1.173
27 Lugo;2003;1.190
27 Lugo;2002;1.194
27 Lugo;2001;1.132
27 Lugo;2000;1.289
27 Lugo;1999;1.293
27 Lugo;1998;1.345
27 Lugo;1997;1.322
27 Lugo;1996;1.341
27 Lugo;1995;1.411
27 Lugo;1994;1.390
27 Lugo;1993;1.494
27 Lugo;1992;1.584
27 Lugo;1991;1.683
27 Lugo;1990;1.745
27 Lugo;1989;1.950
27 Lugo;1988;1.810
27 Lugo;1987;1.767
27 Lugo;1986;1.827
27 Lugo;1985;1.791
27 Lugo;1984;1.909
27 Lugo;1983;2.061
27 Lugo;1982;1.986
27 Lugo;1981;2.225
27 Lugo;1980;2.314
27 Lugo;1979;2.471
27 Lugo;1978;2.415
27 Lugo;1977;2.406
27 Lugo;1976;2.323
27 Lugo;1975;2.301
28 Madrid;2020;12.394
28 Madrid;2019;23.538
28 Madrid;2018;23.797
28 Madrid;2017;25.039
28 Madrid;2016;25.215
28 Madrid;2015;24.848
28 Madrid;2014;23.222
28 Madrid;2013;23.878
28 Madrid;2012;24.526
28 Madrid;2011;24.306
28 Madrid;2010;24.603
28 Madrid;2009;24.505
28 Madrid;2008;26.583
28 Madrid;2007;28.000
28 Madrid;2006;27.684
28 Madrid;2005;28.387
28 Madrid;2004;30.205
28 Madrid;2003;29.735
28 Madrid;2002;30.021
28 Madrid;2001;29.854
28 Madrid;2000;30.631
28 Madrid;1999;29.051
28 Madrid;1998;28.722
28 Madrid;1997;26.448
28 Madrid;1996;25.773
28 Madrid;1995;27.069
28 Madrid;1994;27.014
28 Madrid;1993;27.540
28 Madrid;1992;29.650
28 Madrid;1991;29.585
28 Madrid;1990;29.132
28 Madrid;1989;28.487
28 Madrid;1988;27.564
28 Madrid;1987;26.990
28 Madrid;1986;26.201
28 Madrid;1985;25.046
28 Madrid;1984;25.990
28 Madrid;1983;26.733
28 Madrid;1982;26.514
28 Madrid;1981;25.453
28 Madrid;1980;28.808
28 Madrid;1979;31.524
28 Madrid;1978;33.858
28 Madrid;1977;35.592
28 Madrid;1976;35.766
28 Madrid;1975;38.812
29 Málaga;2020;3.055
29 Málaga;2019;5.537
29 Málaga;2018;5.446
29 Málaga;2017;5.720
29 Málaga;2016;5.554
29 Málaga;2015;5.551
29 Málaga;2014;5.392
29 Málaga;2013;5.036
29 Málaga;2012;5.355
29 Málaga;2011;5.156
29 Málaga;2010;5.591
29 Málaga;2009;5.868
29 Málaga;2008;6.994
29 Málaga;2007;7.238
29 Málaga;2006;7.463
29 Málaga;2005;7.349
29 Málaga;2004;7.648
29 Málaga;2003;7.541
29 Málaga;2002;7.246
29 Málaga;2001;7.306
29 Málaga;2000;6.997
29 Málaga;1999;6.841
29 Málaga;1998;6.511
29 Málaga;1997;6.040
29 Málaga;1996;5.834
29 Málaga;1995;6.445
29 Málaga;1994;6.103
29 Málaga;1993;6.131
29 Málaga;1992;6.401
29 Málaga;1991;6.901
29 Málaga;1990;6.986
29 Málaga;1989;6.813
29 Málaga;1988;6.469
29 Málaga;1987;6.704
29 Málaga;1986;6.336
29 Málaga;1985;5.969
29 Málaga;1984;6.006
29 Málaga;1983;5.890
29 Málaga;1982;5.869
29 Málaga;1981;5.904
29 Málaga;1980;6.063
29 Málaga;1979;6.701
29 Málaga;1978;6.565
29 Málaga;1977;6.584
29 Málaga;1976;6.136
29 Málaga;1975;7.137
30 Murcia;2020;2.601
30 Murcia;2019;4.955
30 Murcia;2018;5.079
30 Murcia;2017;5.094
30 Murcia;2016;5.067
30 Murcia;2015;4.815
30 Murcia;2014;4.846
30 Murcia;2013;4.375
30 Murcia;2012;4.867
30 Murcia;2011;4.656
30 Murcia;2010;4.996
30 Murcia;2009;5.125
30 Murcia;2008;5.765
30 Murcia;2007;6.647
30 Murcia;2006;6.484
30 Murcia;2005;6.668
30 Murcia;2004;6.651
30 Murcia;2003;6.816
30 Murcia;2002;6.663
30 Murcia;2001;6.530
30 Murcia;2000;6.942
30 Murcia;1999;6.654
30 Murcia;1998;6.409
30 Murcia;1997;6.203
30 Murcia;1996;5.914
30 Murcia;1995;6.040
30 Murcia;1994;5.893
30 Murcia;1993;5.830
30 Murcia;1992;6.372
30 Murcia;1991;6.434
30 Murcia;1990;6.688
30 Murcia;1989;6.840
30 Murcia;1988;6.728
30 Murcia;1987;6.648
30 Murcia;1986;6.435
30 Murcia;1985;5.931
30 Murcia;1984;1.461
30 Murcia;1983;1.112
30 Murcia;1982;782
30 Murcia;1981;5.795
30 Murcia;1980;6.432
30 Murcia;1979;6.635
30 Murcia;1978;6.595
30 Murcia;1977;6.586
30 Murcia;1976;6.355
30 Murcia;1975;6.467
31 Navarra;2020;1.279
31 Navarra;2019;2.050
31 Navarra;2018;2.050
31 Navarra;2017;2.295
31 Navarra;2016;2.383
31 Navarra;2015;2.616
31 Navarra;2014;2.301
31 Navarra;2013;2.097
31 Navarra;2012;2.232
31 Navarra;2011;2.218
31 Navarra;2010;2.285
31 Navarra;2009;2.492
31 Navarra;2008;2.681
31 Navarra;2007;2.705
31 Navarra;2006;2.727
31 Navarra;2005;2.671
31 Navarra;2004;2.920
31 Navarra;2003;2.868
31 Navarra;2002;2.828
31 Navarra;2001;2.694
31 Navarra;2000;2.969
31 Navarra;1999;2.841
31 Navarra;1998;2.736
31 Navarra;1997;2.554
31 Navarra;1996;2.714
31 Navarra;1995;2.653
31 Navarra;1994;2.663
31 Navarra;1993;2.720
31 Navarra;1992;2.689
31 Navarra;1991;2.661
31 Navarra;1990;2.677
31 Navarra;1989;2.630
31 Navarra;1988;2.636
31 Navarra;1987;2.622
31 Navarra;1986;2.506
31 Navarra;1985;2.413
31 Navarra;1984;2.633
31 Navarra;1983;2.575
31 Navarra;1982;2.667
31 Navarra;1981;2.664
31 Navarra;1980;3.017
31 Navarra;1979;3.225
31 Navarra;1978;3.450
31 Navarra;1977;3.480
31 Navarra;1976;3.481
31 Navarra;1975;3.706
32 Ourense;2020;496
32 Ourense;2019;860
32 Ourense;2018;737
32 Ourense;2017;819
32 Ourense;2016;825
32 Ourense;2015;825
32 Ourense;2014;846
32 Ourense;2013;861
32 Ourense;2012;917
32 Ourense;2011;881
32 Ourense;2010;908
32 Ourense;2009;936
32 Ourense;2008;1.062
32 Ourense;2007;1.263
32 Ourense;2006;1.147
32 Ourense;2005;1.119
32 Ourense;2004;1.178
32 Ourense;2003;1.126
32 Ourense;2002;1.237
32 Ourense;2001;1.200
32 Ourense;2000;1.299
32 Ourense;1999;1.280
32 Ourense;1998;1.309
32 Ourense;1997;1.224
32 Ourense;1996;1.301
32 Ourense;1995;1.299
32 Ourense;1994;1.342
32 Ourense;1993;1.403
32 Ourense;1992;1.550
32 Ourense;1991;1.508
32 Ourense;1990;1.600
32 Ourense;1989;1.724
32 Ourense;1988;1.822
32 Ourense;1987;1.811
32 Ourense;1986;1.705
32 Ourense;1985;1.721
32 Ourense;1984;1.826
32 Ourense;1983;1.848
32 Ourense;1982;1.795
32 Ourense;1981;1.805
32 Ourense;1980;2.087
32 Ourense;1979;2.337
32 Ourense;1978;2.491
32 Ourense;1977;2.521
32 Ourense;1976;2.475
32 Ourense;1975;2.538
34 Palencia;2020;190
34 Palencia;2019;443
34 Palencia;2018;477
34 Palencia;2017;500
34 Palencia;2016;531
34 Palencia;2015;492
34 Palencia;2014;495
34 Palencia;2013;440
34 Palencia;2012;550
34 Palencia;2011;480
34 Palencia;2010;542
34 Palencia;2009;525
34 Palencia;2008;596
34 Palencia;2007;621
34 Palencia;2006;671
34 Palencia;2005;695
34 Palencia;2004;686
34 Palencia;2003;640
34 Palencia;2002;702
34 Palencia;2001;680
34 Palencia;2000;762
34 Palencia;1999;710
34 Palencia;1998;610
34 Palencia;1997;696
34 Palencia;1996;703
34 Palencia;1995;763
34 Palencia;1994;776
34 Palencia;1993;746
34 Palencia;1992;795
34 Palencia;1991;898
34 Palencia;1990;859
34 Palencia;1989;908
34 Palencia;1988;947
34 Palencia;1987;883
34 Palencia;1986;973
34 Palencia;1985;903
34 Palencia;1984;938
34 Palencia;1983;959
34 Palencia;1982;1.060
34 Palencia;1981;979
34 Palencia;1980;1.037
34 Palencia;1979;1.095
34 Palencia;1978;1.128
34 Palencia;1977;971
34 Palencia;1976;999
34 Palencia;1975;954
35 Palmas, Las;2020;2.399
35 Palmas, Las;2019;3.913
35 Palmas, Las;2018;3.884
35 Palmas, Las;2017;3.787
35 Palmas, Las;2016;3.744
35 Palmas, Las;2015;3.487
35 Palmas, Las;2014;3.337
35 Palmas, Las;2013;3.283
35 Palmas, Las;2012;2.996
35 Palmas, Las;2011;2.756
35 Palmas, Las;2010;2.704
35 Palmas, Las;2009;2.926
35 Palmas, Las;2008;3.153
35 Palmas, Las;2007;3.274
35 Palmas, Las;2006;3.340
35 Palmas, Las;2005;3.339
35 Palmas, Las;2004;3.518
35 Palmas, Las;2003;3.688
35 Palmas, Las;2002;3.631
